termo,df_estimado,idf
headache,93,7.276503501940282
headaches,17,8.92942652631412
headed,214,6.449160256082623
heading,160,6.738393919225823
headless,20,8.775275846486863
headlights,23,8.64174445386234
headline,28,8.452502454223811
headlines,39,8.130918830096348
headlong,16,8.98658494015407
headmaster,15,9.047209561970504
headmistress,28,8.452502454223811
headon,19,8.824066010656296
headphones,14,9.111748083108075
headquarters,33,8.293437759594124
heads,540,5.526379005363804
headstrong,35,8.236279345754177
heady,24,8.600922459342085
heal,50,7.88797265148596
healed,20,8.775275846486863
healer,16,8.98658494015407
healing,65,7.63014354218386
heals,19,8.824066010656296
health,236,6.3517381430751545
health care,15,9.047209561970504
health problems,19,8.824066010656296
healthy,128,6.959985879848613
healthy dose,15,9.047209561970504
healy,20,8.775275846486863
heap,82,7.400957676413688
heaped,20,8.775275846486863
heaping,15,9.047209561970504
heaps,24,8.600922459342085
hear,1315,4.637446172325023
hear dialog,14,9.111748083108075
hear film,18,8.875359305043844
hear movie,20,8.775275846486863
hear music,14,9.111748083108075
hear people,15,9.047209561970504
hear say,17,8.92942652631412
hear voice,15,9.047209561970504
heard,2036,4.200564867983481
heard film,96,7.245087305706903
heard good,31,8.354062381410559
heard great,15,9.047209561970504
heard lot,32,8.323290722743806
heard movie,115,7.0662080931039215
heard people,36,8.20888037156606
heard seen,16,8.98658494015407
hearing,403,5.8183834062491355
hearn,22,8.684304068281136
hears,134,6.914523505771856
hearse,11,9.334891634422286
hearst,16,8.98658494015407
heart,1961,4.238078644084977
heart attack,70,7.5571184071689705
heart broken,21,8.72875583085197
heart darkness,39,8.130918830096348
heart felt,21,8.72875583085197
heart film,54,7.812465098977815
heart gold,42,8.058598168516724
heart just,18,8.875359305043844
heart makes,17,8.92942652631412
heart mind,18,8.875359305043844
heart movie,36,8.20888037156606
heart right,33,8.293437759594124
heart soul,48,7.927977986099659
heart story,23,8.64174445386234
heart transplant,14,9.111748083108075
heart warming,42,8.058598168516724
heart wrenching,22,8.684304068281136
heartache,17,8.92942652631412
heartbeat,29,8.41860090254813
heartbreak,39,8.130918830096348
heartbreaking,178,6.632412478369531
heartbroken,30,8.38581107972514
hearted,126,6.975611197751695
heartfelt,138,6.885324351079594
heartily,62,7.676663557818753
heartily recommend,30,8.38581107972514
heartland,18,8.875359305043844
heartless,58,7.742260840304566
heartrending,23,8.64174445386234
hearts,283,6.17082404604908
heartstrings,28,8.452502454223811
heartthrob,20,8.775275846486863
heartwarming,193,6.551940125146958
heartwarming film,14,9.111748083108075
heartwrenching,40,8.106226217505977
hearty,35,8.236279345754177
heat,212,6.4585061185008605
heat night,11,9.334891634422286
heated,34,8.264450222720871
heath,67,7.600290579034179
heath ledger,41,8.082128665926916
heather,71,7.543132165194231
heather graham,40,8.106226217505977
heaton,10,9.421903011411915
heaven,383,5.869155731622559
heaven hell,22,8.684304068281136
heaven wait,18,8.875359305043844
heavenly,48,7.927977986099659
heavens,106,7.146969449748379
heavens gate,25,8.561701746188803
heavier,24,8.600922459342085
heavies,19,8.824066010656296
heavily,346,5.970473504263427
heaving,16,8.98658494015407
heavy,651,5.339753722283633
heavy handed,57,7.759355273663867
heavy metal,63,7.660915200850614
heavyhanded,104,7.165837934052762
heavyweight,32,8.323290722743806
hebrew,28,8.452502454223811
heche,26,8.523961418205957
hecht,14,9.111748083108075
heck,445,5.719479332190222
heck did,20,8.775275846486863
heck lot,29,8.41860090254813
hectic,34,8.264450222720871
hector,43,8.035608650292025
hed,321,6.0452467386658775
hedge,14,9.111748083108075
hedy,29,8.41860090254813
hedy lamarr,21,8.72875583085197
hee,12,9.25484892674875
heed,36,8.20888037156606
heel,43,8.035608650292025
heels,97,7.234830805539714
heflin,10,9.421903011411915
hefty,33,8.293437759594124
heh,20,8.775275846486863
hehe,16,8.98658494015407
heidi,13,9.180740954595027
heifetz,6,9.873888135154973
height,119,7.03230654142824
heighten,22,8.684304068281136
heightened,47,7.948597273302394
heightens,20,8.775275846486863
heights,127,6.967768020290668
heigl,18,8.875359305043844
heinous,34,8.264450222720871
heir,45,7.991156887721191
heiress,49,7.90777527878214
heirs,14,9.111748083108075
heist,166,6.701804471793531
heist film,16,8.98658494015407
heist movie,21,8.72875583085197
heist movies,13,9.180740954595027
heist sequence,10,9.421903011411915
held,601,5.419540838901464
held attention,24,8.600922459342085
held camera,15,9.047209561970504
held captive,25,8.561701746188803
held hostage,13,9.180740954595027
helen,228,6.386076280656046
helen hunt,24,8.600922459342085
helen mirren,25,8.561701746188803
helena,41,8.082128665926916
helena bonham,26,8.523961418205957
helens,17,8.92942652631412
helga,22,8.684304068281136
helicopter,162,6.726048083403524
helicopter pilot,14,9.111748083108075
helicopters,50,7.88797265148596
hell,1938,4.249870628967634
hell away,14,9.111748083108075
hell bent,20,8.775275846486863
hell breaks,25,8.561701746188803
hell did,59,7.725453721988185
hell doing,17,8.92942652631412
hell earth,15,9.047209561970504
hell film,16,8.98658494015407
hell going,47,7.948597273302394
hell good,14,9.111748083108075
hell happened,18,8.875359305043844
hell just,16,8.98658494015407
hell lot,47,7.948597273302394
hell make,14,9.111748083108075
hell movie,33,8.293437759594124
hell ride,14,9.111748083108075
hellbent,18,8.875359305043844
hellboy,10,9.421903011411915
hellish,34,8.264450222720871
hellman,12,9.25484892674875
hello,130,6.944600961009134
hellraiser,53,7.8308142376460115
hells,36,8.20888037156606
helluva,20,8.775275846486863
helm,46,7.969650682500228
helmed,37,8.1822121244839
helmer,15,9.047209561970504
helmet,50,7.88797265148596
helmets,21,8.72875583085197
helms,24,8.600922459342085
help,3194,3.7504559173986505
help feel,80,7.425349129537847
help feeling,19,8.824066010656296
help film,40,8.106226217505977
help friend,15,9.047209561970504
help good,18,8.875359305043844
help just,20,8.775275846486863
help laugh,25,8.561701746188803
help like,27,8.487593774035082
help love,29,8.41860090254813
help make,50,7.88797265148596
help matters,40,8.106226217505977
help movie,51,7.868554565628858
help notice,22,8.684304068281136
help people,38,8.156236638080639
help save,24,8.600922459342085
help story,14,9.111748083108075
help think,51,7.868554565628858
help thinking,35,8.236279345754177
help understand,19,8.824066010656296
help wonder,46,7.969650682500228
helped,626,5.378851743577365
helped make,28,8.452502454223811
helper,17,8.92942652631412
helpers,13,9.180740954595027
helpful,122,7.007613928837868
helping,311,6.0767950964008035
helpless,121,7.015777239477029
helplessly,23,8.64174445386234
helplessness,36,8.20888037156606
helps,682,5.293303424639496
helps make,28,8.452502454223811
helsing,32,8.323290722743806
heman,15,9.047209561970504
hemingway,21,8.72875583085197
hemmings,15,9.047209561970504
henceforth,17,8.92942652631412
henchman,74,7.502310170673975
henchmen,77,7.463089457520694
henderson,35,8.236279345754177
hendricks,9,9.517213191216241
hendrix,23,8.64174445386234
hendry,10,9.421903011411915
henny,13,9.180740954595027
henri,20,8.775275846486863
henriksen,37,8.1822121244839
henry,427,5.7606750886284885
henry fonda,36,8.20888037156606
henry fool,25,8.561701746188803
henry king,15,9.047209561970504
henry silva,17,8.92942652631412
henry thomas,14,9.111748083108075
henrys,25,8.561701746188803
henson,47,7.948597273302394
hensons,16,8.98658494015407
henstridge,16,8.98658494015407
hepburn,66,7.615105664819319
hepburns,13,9.180740954595027
hera,19,8.824066010656296
hera pheri,13,9.180740954595027
heralded,15,9.047209561970504
herb,14,9.111748083108075
herbert,76,7.475992862356602
herbert marshall,14,9.111748083108075
herbie,18,8.875359305043844
hercule,12,9.25484892674875
hercule poirot,12,9.25484892674875
hercules,55,7.794446593475136
herd,61,7.692663899165194
heres,493,5.617262767022363
heres hoping,25,8.561701746188803
heres movie,21,8.72875583085197
heretic,13,9.180740954595027
heritage,60,7.708924420036975
herman,59,7.725453721988185
hermann,22,8.684304068281136
hermit,25,8.561701746188803
hernandez,30,8.38581107972514
hero,1443,4.544625964757515
hero film,39,8.130918830096348
hero heroine,24,8.600922459342085
hero movie,28,8.452502454223811
hero story,18,8.875359305043844
hero villain,14,9.111748083108075
heroes,520,5.564048242456919
heroes villains,20,8.775275846486863
heroic,226,6.394848266728883
heroics,29,8.41860090254813
heroin,108,7.1284504019811425
heroin addiction,15,9.047209561970504
heroine,425,5.765358937940915
heroines,64,7.645411014314648
heroism,52,7.849506370658164
heros,128,6.959985879848613
herr,18,8.875359305043844
herring,39,8.130918830096348
herrings,57,7.759355273663867
herrmann,14,9.111748083108075
herschel,5,10.028038814982231
herschell,14,9.111748083108075
hershey,24,8.600922459342085
herzog,41,8.082128665926916
herzogs,24,8.600922459342085
hes,4026,3.5190213233588317
hes able,21,8.72875583085197
hes actor,17,8.92942652631412
hes actually,30,8.38581107972514
hes bad,47,7.948597273302394
hes best,28,8.452502454223811
hes better,30,8.38581107972514
hes clearly,16,8.98658494015407
hes completely,13,9.180740954595027
hes dead,29,8.41860090254813
hes definitely,13,9.180740954595027
hes doing,75,7.489064943923955
hes funny,33,8.293437759594124
hes gay,18,8.875359305043844
hes getting,30,8.38581107972514
hes given,50,7.88797265148596
hes going,82,7.400957676413688
hes gone,31,8.354062381410559
hes good,102,7.18506929598065
hes got,124,6.9914845469079845
hes great,47,7.948597273302394
hes having,18,8.875359305043844
hes hes,17,8.92942652631412
hes just,168,6.6898995692872125
hes kind,28,8.452502454223811
hes like,41,8.082128665926916
hes little,15,9.047209561970504
hes looking,17,8.92942652631412
hes lost,19,8.824066010656296
hes making,21,8.72875583085197
hes man,14,9.111748083108075
hes married,14,9.111748083108075
hes old,15,9.047209561970504
hes played,20,8.775275846486863
hes playing,29,8.41860090254813
hes pretty,32,8.323290722743806
hes quite,18,8.875359305043844
hes real,20,8.775275846486863
hes really,76,7.475992862356602
hes right,14,9.111748083108075
hes saying,14,9.111748083108075
hes seen,21,8.72875583085197
hes shown,14,9.111748083108075
hes supposed,58,7.742260840304566
hes talking,13,9.180740954595027
hes told,14,9.111748083108075
hes trying,64,7.645411014314648
hes wearing,16,8.98658494015407
hes working,20,8.775275846486863
heshe,50,7.88797265148596
hesitant,46,7.969650682500228
hesitate,86,7.353890165555702
hesitation,51,7.868554565628858
hess,14,9.111748083108075
heston,85,7.365450987956778
hestons,17,8.92942652631412
heterosexual,50,7.88797265148596
hewitt,15,9.047209561970504
hewlett,13,9.180740954595027
hey,747,5.202395306235808
hey dont,18,8.875359305043844
hey guys,14,9.111748083108075
hey im,20,8.775275846486863
hey lets,21,8.72875583085197
hey maybe,14,9.111748083108075
hey thats,20,8.775275846486863
heyday,58,7.742260840304566
hg,49,7.90777527878214
hg wells,33,8.293437759594124
hi,78,7.4503504317432645
hiatus,21,8.72875583085197
hick,43,8.035608650292025
hickman,13,9.180740954595027
hickock,19,8.824066010656296
hickok,8,9.622573706874066
hicks,50,7.88797265148596
hid,36,8.20888037156606
hidden,534,5.53753153731428
hidden away,19,8.824066010656296
hidden dragon,24,8.600922459342085
hidden frontier,13,9.180740954595027
hidden gem,20,8.775275846486863
hidden treasure,18,8.875359305043844
hide,381,5.874377675603711
hide fact,31,8.354062381410559
hideo,13,9.180740954595027
hideous,182,6.610312131368865
hideously,45,7.991156887721191
hideout,27,8.487593774035082
hides,120,7.024007738613545
hiding,274,6.203027186543714
hierarchy,19,8.824066010656296
higgins,26,8.523961418205957
high,3283,3.722980813637967
high art,37,8.1822121244839
high budget,33,8.293437759594124
high class,26,8.523961418205957
high concept,14,9.111748083108075
high drama,17,8.92942652631412
high expectations,107,7.137667057086066
high ground,13,9.180740954595027
high heels,16,8.98658494015407
high hopes,115,7.0662080931039215
high level,44,8.013135794439966
high list,21,8.72875583085197
high low,20,8.775275846486863
high marks,26,8.523961418205957
high movie,14,9.111748083108075
high noon,20,8.775275846486863
high note,16,8.98658494015407
high pitched,24,8.600922459342085
high point,71,7.543132165194231
high points,45,7.991156887721191
high praise,19,8.824066010656296
high price,13,9.180740954595027
high priest,13,9.180740954595027
high production,30,8.38581107972514
high quality,87,7.342461469732079
high rating,65,7.63014354218386
high ratings,22,8.684304068281136
high school,877,5.042151690575169
high schools,21,8.72875583085197
high score,18,8.875359305043844
high society,24,8.600922459342085
high speed,28,8.452502454223811
high standard,26,8.523961418205957
high standards,18,8.875359305043844
high tech,30,8.38581107972514
high time,17,8.92942652631412
highbrow,29,8.41860090254813
highclass,15,9.047209561970504
higher,451,5.706116104378054
higher higher,10,9.421903011411915
higher learning,13,9.180740954595027
higher level,19,8.824066010656296
higher rating,34,8.264450222720871
highest,209,6.472690753492817
highest level,14,9.111748083108075
highland,15,9.047209561970504
highlander,26,8.523961418205957
highlands,14,9.111748083108075
highlight,363,5.9226444165735455
highlight film,50,7.88797265148596
highlight movie,54,7.812465098977815
highlighted,59,7.725453721988185
highlighting,33,8.293437759594124
highlights,252,6.286408795482766
highlights film,25,8.561701746188803
highlights include,26,8.523961418205957
highly,2062,4.187881771139034
highly acclaimed,14,9.111748083108075
highly amusing,19,8.824066010656296
highly doubt,19,8.824066010656296
highly effective,17,8.92942652631412
highly enjoyable,38,8.156236638080639
highly entertaining,99,7.214628098222194
highly original,24,8.600922459342085
highly predictable,14,9.111748083108075
highly rated,19,8.824066010656296
highly recommend,542,5.52268896427635
highly recommended,393,5.843447374912352
highly regarded,21,8.72875583085197
highly stylized,17,8.92942652631412
highly suggest,19,8.824066010656296
highly underrated,20,8.775275846486863
highly unlikely,27,8.487593774035082
highpitched,22,8.684304068281136
highpoint,14,9.111748083108075
highquality,15,9.047209561970504
highrise,11,9.334891634422286
highs,25,8.561701746188803
highschool,89,7.319988613880021
hightech,47,7.948597273302394
highway,102,7.18506929598065
hijack,19,8.824066010656296
hijacked,27,8.487593774035082
hijacking,19,8.824066010656296
hijinks,30,8.38581107972514
hike,14,9.111748083108075
hiking,29,8.41860090254813
hilarious,1866,4.287710140668564
hilarious acting,14,9.111748083108075
hilarious comedy,22,8.684304068281136
hilarious film,31,8.354062381410559
hilarious like,15,9.047209561970504
hilarious moments,38,8.156236638080639
hilarious movie,43,8.035608650292025
hilarious scene,37,8.1822121244839
hilarious scenes,29,8.41860090254813
hilariously,190,6.567524856163656
hilariously bad,35,8.236279345754177
hilariously funny,20,8.775275846486863
hilarity,132,6.929449155988532
hilarity ensues,14,9.111748083108075
hilary,52,7.849506370658164
hilary swank,19,8.824066010656296
hilda,13,9.180740954595027
hill,342,5.982067837044346
hillarious,14,9.111748083108075
hillary,31,8.354062381410559
hillbillies,30,8.38581107972514
hillbilly,41,8.082128665926916
hilliard,14,9.111748083108075
hills,222,6.412626512750167
hills cop,17,8.92942652631412
hills eyes,50,7.88797265148596
hilt,43,8.035608650292025
hilton,88,7.3311619144781455
hiltons,18,8.875359305043844
himalayas,10,9.421903011411915
himand,19,8.824066010656296
himesh,16,8.98658494015407
himher,23,8.64174445386234
hindered,18,8.875359305043844
hindi,100,7.204677767369026
hindi cinema,18,8.875359305043844
hindi movie,17,8.92942652631412
hindi movies,17,8.92942652631412
hinds,21,8.72875583085197
hindsight,47,7.948597273302394
hindu,30,8.38581107972514
hines,28,8.452502454223811
hinges,36,8.20888037156606
hingle,16,8.98658494015407
hint,283,6.17082404604908
hinted,86,7.353890165555702
hinting,27,8.487593774035082
hints,165,6.707810495853742
hip,206,6.487079490944916
hip hop,31,8.354062381410559
hiphop,50,7.88797265148596
hippie,123,6.999516718605249
hippies,91,7.2980097071612455
hippy,27,8.487593774035082
hire,224,6.403697882005866
hired,344,5.976253867178926
hires,112,7.092410465497945
hiring,60,7.708924420036975
hiroshima,30,8.38581107972514
hirsch,22,8.684304068281136
hisher,76,7.475992862356602
hispanic,53,7.8308142376460115
historian,49,7.90777527878214
historians,55,7.794446593475136
historic,119,7.03230654142824
historical,682,5.293303424639496
historical accuracy,38,8.156236638080639
historical background,16,8.98658494015407
historical context,23,8.64174445386234
historical drama,31,8.354062381410559
historical events,19,8.824066010656296
historical fact,26,8.523961418205957
historical facts,22,8.684304068281136
historical figure,14,9.111748083108075
historical figures,17,8.92942652631412
historical film,19,8.824066010656296
historical inaccuracies,23,8.64174445386234
historical movie,15,9.047209561970504
historical significance,14,9.111748083108075
historically,178,6.632412478369531
historically accurate,61,7.692663899165194
historically inaccurate,18,8.875359305043844
histories,16,8.98658494015407
history,2109,4.1653550577401735
history channel,22,8.684304068281136
history cinema,43,8.035608650292025
history class,13,9.180740954595027
history film,61,7.692663899165194
history lesson,42,8.058598168516724
history like,14,9.111748083108075
history movie,30,8.38581107972514
history movies,14,9.111748083108075
history teacher,18,8.875359305043844
history time,15,9.047209561970504
history world,15,9.047209561970504
historys,16,8.98658494015407
histrionic,23,8.64174445386234
histrionics,41,8.082128665926916
hit,1674,4.396229839951118
hit big,28,8.452502454223811
hit car,30,8.38581107972514
hit film,16,8.98658494015407
hit hard,15,9.047209561970504
hit head,42,8.058598168516724
hit home,27,8.487593774035082
hit like,17,8.92942652631412
hit man,44,8.013135794439966
hit mark,21,8.72875583085197
hit men,19,8.824066010656296
hit miss,45,7.991156887721191
hit movie,20,8.775275846486863
hit nail,22,8.684304068281136
hit road,16,8.98658494015407
hit rock,16,8.98658494015407
hit run,16,8.98658494015407
hit theaters,18,8.875359305043844
hit tv,15,9.047209561970504
hitch,92,7.28719879105703
hitchcock,298,6.119354710819599
hitchcock film,26,8.523961418205957
hitchcock films,13,9.180740954595027
hitchcock movie,15,9.047209561970504
hitchcockian,35,8.236279345754177
hitchcocks,158,6.7508940819900545
hitcher,19,8.824066010656296
hitchhiker,48,7.927977986099659
hitchs,24,8.600922459342085
hitherto,18,8.875359305043844
hitler,205,6.491922115420705
hitlers,65,7.63014354218386
hitman,122,7.007613928837868
hitokiri,5,10.028038814982231
hits,530,5.545036262968347
hits like,15,9.047209561970504
hitting,231,6.373060912543976
hiv,22,8.684304068281136
hk,65,7.63014354218386
hlots,10,9.421903011411915
hm,14,9.111748083108075
hmm,79,7.437771649536404
hmmm,72,7.529338843061895
hmmmm,24,8.600922459342085
ho,90,7.308938777693435
ho hum,19,8.824066010656296
hoax,23,8.64174445386234
hobbits,13,9.180740954595027
hobbs,10,9.421903011411915
hobby,44,8.013135794439966
hobgoblins,32,8.323290722743806
hobo,17,8.92942652631412
hobson,11,9.334891634422286
hockey,55,7.794446593475136
hodder,20,8.775275846486863
hodgepodge,38,8.156236638080639
hodges,12,9.25484892674875
hoe,14,9.111748083108075
hoechlin,9,9.517213191216241
hoffman,183,6.6048625266013
hoffmans,35,8.236279345754177
hog,22,8.684304068281136
hogan,57,7.759355273663867
hogans,20,8.775275846486863
hogg,13,9.180740954595027
hogwash,23,8.64174445386234
hohum,43,8.035608650292025
hokey,156,6.763552478861977
hokum,33,8.293437759594124
holbrook,20,8.775275846486863
hold,1010,4.901103065189814
hold attention,46,7.969650682500228
hold candle,33,8.293437759594124
hold film,19,8.824066010656296
holden,50,7.88797265148596
holder,15,9.047209561970504
holding,386,5.861373591180504
holds,584,5.448186436978429
holds attention,25,8.561701746188803
holds barred,20,8.775275846486863
holds true,14,9.111748083108075
hole,293,6.136218516871605
holes,644,5.3505479674145136
holes big,15,9.047209561970504
holes movie,18,8.875359305043844
holes plot,43,8.035608650292025
holes story,14,9.111748083108075
holiday,242,6.326736840869738
holiday season,16,8.98658494015407
holidays,56,7.776747016375736
holland,69,7.571303042160927
hollow,166,6.701804471793531
hollow man,22,8.684304068281136
holloway,23,8.64174445386234
holly,131,6.9369963616239145
holly hunter,31,8.354062381410559
holly story,14,9.111748083108075
hollys,14,9.111748083108075
hollywood,2778,3.8899518544677822
hollywood action,23,8.64174445386234
hollywood actors,16,8.98658494015407
hollywood blockbuster,26,8.523961418205957
hollywood director,14,9.111748083108075
hollywood ending,20,8.775275846486863
hollywood fare,20,8.775275846486863
hollywood film,77,7.463089457520694
hollywood films,70,7.5571184071689705
hollywood history,21,8.72875583085197
hollywood hotel,7,9.74035674253045
hollywood make,24,8.600922459342085
hollywood making,15,9.047209561970504
hollywood movie,91,7.2980097071612455
hollywood movies,77,7.463089457520694
hollywood produced,14,9.111748083108075
hollywood production,31,8.354062381410559
hollywood productions,19,8.824066010656296
hollywood remake,21,8.72875583085197
hollywood stars,17,8.92942652631412
hollywood studio,19,8.824066010656296
hollywood studios,17,8.92942652631412
hollywood style,20,8.775275846486863
hollywood time,16,8.98658494015407
hollywood today,14,9.111748083108075
hollywood version,23,8.64174445386234
hollywood video,16,8.98658494015407
hollywoods,182,6.610312131368865
hollywoodstyle,17,8.92942652631412
holm,52,7.849506370658164
holmes,123,6.999516718605249
holocaust,126,6.975611197751695
holodeck,8,9.622573706874066
holotik,8,9.622573706874066
holt,30,8.38581107972514
holy,196,6.5365945554722975
holy crap,15,9.047209561970504
holy grail,37,8.1822121244839
homage,253,6.282464017191749
homages,32,8.323290722743806
home,2977,3.8207910709663313
home country,21,8.72875583085197
home family,18,8.875359305043844
home film,15,9.047209561970504
home just,14,9.111748083108075
home life,36,8.20888037156606
home like,14,9.111748083108075
home movie,88,7.3311619144781455
home movies,48,7.927977986099659
home room,11,9.334891634422286
home run,19,8.824066010656296
home school,16,8.98658494015407
home time,15,9.047209561970504
home town,42,8.058598168516724
home video,129,6.952263833754704
home videos,24,8.600922459342085
home watch,25,8.561701746188803
home watching,16,8.98658494015407
home wife,24,8.600922459342085
home work,20,8.775275846486863
homecoming,23,8.64174445386234
homefront,6,9.873888135154973
homegrown,18,8.875359305043844
homeland,48,7.927977986099659
homeless,135,6.907143398474234
homeless man,23,8.64174445386234
homeless people,20,8.775275846486863
homely,25,8.561701746188803
homemade,49,7.90777527878214
homemaker,14,9.111748083108075
homer,67,7.600290579034179
homers,21,8.72875583085197
homes,113,7.08359983581579
homespun,14,9.111748083108075
homestead,15,9.047209561970504
hometown,74,7.502310170673975
homeward,17,8.92942652631412
homeward bound,15,9.047209561970504
homework,54,7.812465098977815
homicidal,75,7.489064943923955
homicidal maniac,15,9.047209561970504
homicide,94,7.265921392609745
homicide detective,17,8.92942652631412
homicide life,15,9.047209561970504
homo,20,8.775275846486863
homoerotic,34,8.264450222720871
homoeroticism,16,8.98658494015407
homophobia,24,8.600922459342085
homophobic,44,8.013135794439966
homosexual,180,6.62130125294446
homosexuality,111,7.101299412915191
homosexuals,34,8.264450222720871
honed,20,8.775275846486863
honest,883,5.035341221572643
honest didnt,15,9.047209561970504
honest dont,16,8.98658494015407
honest film,25,8.561701746188803
honest movie,18,8.875359305043844
honest opinion,14,9.111748083108075
honest really,16,8.98658494015407
honestly,845,5.079278924604062
honestly believe,31,8.354062381410559
honestly didnt,14,9.111748083108075
honestly dont,55,7.794446593475136
honestly movie,25,8.561701746188803
honestly say,105,7.156359190098219
honestly think,39,8.130918830096348
honestly thought,15,9.047209561970504
honesty,197,6.531531253515751
honey,66,7.615105664819319
honeymoon,58,7.742260840304566
hong,231,6.373060912543976
hong kong,217,6.435303221421197
honky,15,9.047209561970504
honky tonk,12,9.25484892674875
honor,251,6.290369196698863
honorable,59,7.725453721988185
honorary,15,9.047209561970504
honored,34,8.264450222720871
honors,33,8.293437759594124
honour,53,7.8308142376460115
honourable,27,8.487593774035082
hoo,14,9.111748083108075
hood,226,6.394848266728883
hood living,15,9.047209561970504
hooded,26,8.523961418205957
hoodlum,26,8.523961418205957
hoodlums,29,8.41860090254813
hoods,48,7.927977986099659
hook,190,6.567524856163656
hooked,267,6.2288113036994295
hooker,93,7.276503501940282
hookers,42,8.058598168516724
hooking,25,8.561701746188803
hooks,74,7.502310170673975
hooligan,17,8.92942652631412
hooligans,13,9.180740954595027
hoon,9,9.517213191216241
hooper,52,7.849506370658164
hoopers,18,8.875359305043844
hoops,12,9.25484892674875
hooray,26,8.523961418205957
hoot,129,6.952263833754704
hoover,23,8.64174445386234
hop,65,7.63014354218386
hopalong,10,9.421903011411915
hope,2608,3.9530759990735573
hope better,22,8.684304068281136
hope comes,22,8.684304068281136
hope davis,21,8.72875583085197
hope day,31,8.354062381410559
hope does,18,8.875359305043844
hope doesnt,16,8.98658494015407
hope dont,31,8.354062381410559
hope enjoy,25,8.561701746188803
hope film,54,7.812465098977815
hope future,25,8.561701746188803
hope gets,32,8.323290722743806
hope good,24,8.600922459342085
hope got,16,8.98658494015407
hope lange,18,8.875359305043844
hope like,22,8.684304068281136
hope make,32,8.323290722743806
hope movie,42,8.058598168516724
hope people,42,8.058598168516724
hope someday,16,8.98658494015407
hoped,248,6.302345387745578
hopeful,75,7.489064943923955
hopefully,435,5.742156040861252
hopeless,157,6.757203251183319
hopelessly,139,6.878155861600981
hopelessness,42,8.058598168516724
hopes,509,5.585387558491915
hopes dreams,17,8.92942652631412
hopes film,22,8.684304068281136
hopes movie,27,8.487593774035082
hoping,755,5.191756908030753
hoping better,17,8.92942652631412
hoping good,20,8.775275846486863
hoping movie,17,8.92942652631412
hopkins,88,7.3311619144781455
hopper,142,6.856953653950378
hoppers,24,8.600922459342085
hopping,27,8.487593774035082
hoppity,15,9.047209561970504
hops,20,8.775275846486863
horatio,14,9.111748083108075
horde,26,8.523961418205957
hordes,35,8.236279345754177
horemheb,9,9.517213191216241
horizon,74,7.502310170673975
horizons,19,8.824066010656296
hormones,14,9.111748083108075
horn,73,7.515733191006116
horne,11,9.334891634422286
horner,24,8.600922459342085
horns,30,8.38581107972514
horny,108,7.1284504019811425
horrendous,245,6.314466748277923
horrendous acting,17,8.92942652631412
horrendously,33,8.293437759594124
horrible,2079,4.179675111514922
horrible acting,132,6.929449155988532
horrible actors,20,8.775275846486863
horrible bad,14,9.111748083108075
horrible ending,15,9.047209561970504
horrible film,70,7.5571184071689705
horrible horrible,45,7.991156887721191
horrible job,16,8.98658494015407
horrible just,24,8.600922459342085
horrible movie,141,6.863971226609025
horrible movies,20,8.775275846486863
horrible plot,32,8.323290722743806
horrible script,36,8.20888037156606
horrible special,19,8.824066010656296
horrible things,23,8.64174445386234
horrible way,14,9.111748083108075
horrible writing,16,8.98658494015407
horribly,427,5.7606750886284885
horribly acted,18,8.875359305043844
horribly bad,14,9.111748083108075
horribly miscast,15,9.047209561970504
horribly wrong,35,8.236279345754177
horrid,230,6.377380573688492
horrid acting,22,8.684304068281136
horrific,291,6.143044481942004
horrifically,29,8.41860090254813
horrified,109,7.119317918417869
horrifying,171,6.672303807396832
horrifyingly,14,9.111748083108075
horrigan,10,9.421903011411915
horror,3970,3.5330250530790344
horror action,17,8.92942652631412
horror anthology,17,8.92942652631412
horror buffs,14,9.111748083108075
horror cinema,30,8.38581107972514
horror classic,32,8.323290722743806
horror classics,12,9.25484892674875
horror comedy,58,7.742260840304566
horror director,22,8.684304068281136
horror directors,15,9.047209561970504
horror elements,26,8.523961418205957
horror fan,89,7.319988613880021
horror fans,165,6.707810495853742
horror film,724,5.233626629355611
horror films,473,5.658590962515209
horror flick,200,6.51649337615121
horror flicks,99,7.214628098222194
horror genre,128,6.959985879848613
horror gore,15,9.047209561970504
horror horror,18,8.875359305043844
horror icon,23,8.64174445386234
horror just,23,8.64174445386234
horror like,18,8.875359305043844
horror love,13,9.180740954595027
horror masterpiece,18,8.875359305043844
horror movie,780,5.1592231343706
horror movies,517,5.569823041950802
horror picture,33,8.293437759594124
horror scenes,14,9.111748083108075
horror scifi,21,8.72875583085197
horror section,17,8.92942652631412
horror series,25,8.561701746188803
horror stories,15,9.047209561970504
horror story,35,8.236279345754177
horror suspense,20,8.775275846486863
horror tale,17,8.92942652631412
horror thriller,26,8.523961418205957
horror war,13,9.180740954595027
horrorcomedy,36,8.20888037156606
horrorfest,12,9.25484892674875
horrormovie,16,8.98658494015407
horrors,240,6.335001350719631
horrors war,24,8.600922459342085
horrorscifi,15,9.047209561970504
horrorthriller,34,8.264450222720871
horse,414,5.791519763979587
horse race,13,9.180740954595027
horseback,45,7.991156887721191
horses,214,6.449160256082623
horton,31,8.354062381410559
hose,30,8.38581107972514
hoskins,30,8.38581107972514
hospital,534,5.53753153731428
hospitals,46,7.969650682500228
host,279,6.185008681041036
